Action,Coming up this June 28th (Friday) with Schools and June 30th (Sunday) with Communities and Businesses... The 2nd Annual Bay Islands Coastal Cleanup... We are still accepting donations and signing up volunteers! \r\nFor meeting points please call Christi @ 3289 1213
Community,"Escuela Miguel Paz Barajona, Shark and the Sea presentation. RMP - Shark Legacy Project and MAR Leaders"
Information,Here are the new markers in West Bay by Grand Roatan in an aim to prevent people getting stuck in shallow areas and standing on the reef. The channel has been well marked out (green) and large markers connected with line have been installed as a visual barrier (red)
Community,Cordelia Banks. If you don't know yet how fortunate we are please watch. Hopefully it will shed a little more light on how important it is to patrol 24/7. The reefs need your help! \nhttps://www.youtube.com/watch?v=mFwAaAce8MQ
Action,We are looking for 10-15 simple whistles to use during the beach patrols in Semana Santa. Anyone have any on island that we could buy or is anyone coming down that could bring some?
Action,"Have you ever wondered about a discount card that would entitle you to great discounts throughout Honduras? Well, that idea has become a reality! \nPromoDias has AMAZING discounts in 40 businesses in Roatan, 20 on Utila and more than 150 more throughout the country. \nWith your membership you can receive anywhere from 15% - 50% off of great services in the following categories: Food, Shopping, Health and Beauty, Hotels, Tourism, Parks, Events, Transportation and Miscellaneous Services. For a complete list of savings please visit www.en.PromoDias.com\nThis great membership in your repertoire will pay for itself and then some within its first few uses. \nFor only Lps 400 you can pick up your PromoDias Card at the EcoStore at the Roatan Marine Park TODAY!  \n"
Action,We are always looking for volunteers to make sure this doesn't happen!!! It is a daily reality for our coral reefs! Please contact Christi if you are interested in volunteering with us!
Action,will be releasing two juvenile hawksbills turtles at 2pm this afternoon in Half Moon Bay
Action,"last day for entries for the photo contest. So far over 200 photos entered. Remember, there will be a total of 28 photos chosen to be printed in the calendar, everyone has a chance to win"
Information,"Waiting on water testing results... maybe they will tell us why the white algae is here and the green/yellow one is not, as it has been this time of year so many years before."
Information,the turtles are in the office now so you can have a look at them or be there at 2pm
Community,"We would like to thank our most recent individual Gold Members, Lynn McRoy and Clinton Clapp. They named their new dive site Lynn's Arena which is located about 1/2 a mile west of Mora channel, opposite Lawson Rock. The mooring is in 40ft close to the shallows which is full of swim throughs, with the deep wall not too far of a swim away"
Action,It's Sunday funday for our volunteers and local divers!! Together with Shark Legacy Project and Barefoot Divers they are doing 2 shark dives and finishing up their shark specialty!! Can't wait to hear the stories!!
Community,CALL IN TO ROATAN RADIO 101.1 TO WIN A FREE RMP CALENDAR... ALL YOU NEED TO KNOW IS WHO WON 1ST PLACE IN OUR 'INVERTS' CATEGORY.... \n\nPhone\t9796-1760\nEmail\troatanradio@gmail.com\nWebsite\thttp://www.roatanradio.com
Information,"The next lionfish derby will be taking place on Monday the 20th of October. There will be prizes for most fish, largest fish and smallest fish. Watch out for updates in the coming weeks on the event"
Community,"We have a volunteer that has been here for 5 months that has to move out of her apartment on short notice. Is there anyone out there that has a spare room for the month of April or maybe an apartment on the cheaper side? \nPlease help if you can, she has to be out this week and if we can't find a place she will have to leave :("
Community,We buried the body and will be able to collect the bones after a while... she was 1.5m; Just a baby! :(
Community,Yea ha.... I like that! :)
Community,Special thanks to Martin Cabrera Deheza for the photo of a Sargassum Frogfish submitted for the 2012 photo competition.
Information,Just another shot of our front yard!
Community,"Kent, We imagine that with your experience in the restaurant business that you know what you're talking about. But, why is this the first time you are mentioning illegal activity by the Responsible Seafood Members? With all due respect but, as a citizen of the Marine Protected Area and an advocate of the program we would hope that you would kindly report when you dine at a restaurant (member) and receive sub par seafood. We need eyes out in the field, 4 PEOPLE CANNOT DO IT ALL nor should be expected to... we need your help!"
Action,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
Action,Ways that you can be an advocate for the reef
Community,Photo of the week!! :)
Information,"If not you, who? If not now, when? \nNow is the time to be innovative and find solutions! Because the answer to the question, ""Are you eating plastic?"" is Yesss!"
Community,and a MANTA at the point!
Community,Thank you for your support and look forward to working with you in the future!
Information,Parrot fish... what is the fishing world coming to? It's not sustenance fishing when you have 12 of them! They deserved jail time!
Information,"Last Friday our patrol headed east towards Turquoise Bay to monitor  for illegal fishing which usually includes people spearing fish and turtles, and taking conch and lobster. Accompanied by the National Police, our Park Ranger confiscated over 60 live, juvenile conch from 3 individuals. as well as some other illegally harvested marine life from 2 others. All 5 were sent to jail for 24 hours and their snorkel gear was confiscated."
Community,"Photo of the week... what a healthy, balanced ecosystem looks like!"
Community,"Thank You to everyone that came out and all the businesses that donated material and services on Sunday!! \r\nEspecially the West End Patronato, South Shore Canopy, Sundowner's Beach Bar, CORAL, CEM, Argentinean Grill, Buena Vida, Cafe Escondido, Waves of Art, Guatemalan Gift Shop, Coconut Tree Divers, Enomis Divers, Ocean Connections and West Bay Divers."
Information,"While sargassum is creating a headache for many in the Caribbean today, it\u2019s also important to remember the integral role it plays in marine ecology on the high seas in the Northern Atlantic. For more information, head to the Sargasso Sea Alliance\u2019s webpage:http://www.sargassoalliance.org. As the only sea without a land border, the Sargasso is unique to the whole of the Ocean and well worth exploring.http://mission-blue.org/2014/10/sargassum-inundates-the-beaches-of-the-caribbean/"
Community,http://www.deviantart.com/print/26661646/?itemids=185 This is where we found it... Merry Christmas!!
Information,"Weather Report... It's raining! \n\nYou might be able to make out the comment that Anthony made at the end... ""imagine that was snow?""\n\n Eh, I would rather not Anthony! Would rather not!"
Community,More great videos by great people!! Awesome Job Katie and Michael! \n\nhttp://valueofvolunteering.org/videos/episode-one/
Community,Check out the efforts done by Colombia to control the invasion of the Lion Fish. https://m.youtube.com/watch?v=BrjB23SNrzw
Information,Don't forget about our The Bay Islands Responsible Seafood Guide Members. Here's a reminder of who they are!
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and April 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Community,Say it with flowers... people need nature. http://natureisspeaking.org/flower.html
Community,It has been destroyed sorry
Community,"Hi Dian, it's $8 for one."
Action,2013 is only a stone's throw away... Pick up your 2013 calendar TODAY! Shipping to the US and Canada is possible!
Community,Photo taken by our own Director Giacomo Palavicini...
Community,"Shout out to everyone that has the ""Coral Song"" stuck in your head!! \n""I'm coraall, I live in the big blue sea.... I'm coraall I live in a colony!"""
Information,Final count on LIKES= 24
Information,"Unfortunately not even the lobsters in HALF MOON BAY (IN FRONT OF THE MARINE PARK OFFICE) are safe! \nThese were confiscated during a foot chase through the ironshore this morning around 7 AM when the suspect tried to use the spear as a weapon and then dropped his catch once he realized we weren't giving up! \n2 males, 3 females, one with eggs (the orange spongy substance), one spear, snorkel gear and a pair of shoes were confiscated. \nPlease remember that you can call 3351-8591 at anytime of the day to report poaching activity!"
Information,Please don't step on meee!
Community,Not entirely sure. Heard from fishermen out of west end
Information,"Ever wondered about the anatomy of a sea turtle? Well, here you go!"
Information,Viene de todos lados! Mas que todo habia tapones de botellas plasticas!
Action,WEST END we are meeting at Barefeet Bar at 8am and walking and cleaning as we go!! There might be a little extra perk at sundowners @ 5 for those that help out! 
Community,Thank You Antonello Busiello for this crazy photo of the week!!
Information,1 of 2 Bonus Categories
Community,"Simple video, powerful message! #buildingawareness #plastickills"
Community,"In the morning, but we are open to suggestions! There is so much plastic on the beach right now it's unbelievable."
Community,photo entries for the 2011 calendar
Information,"LARGER FORMAT FOR THE TOTAL RAISED FOR RMP FROM JANUARY TO 2012 INCLUDING: DONATIONS, MEMEBERSHIPS, AND BRACELETS."
Community,Honduras is Great shared our video!!! So amazing! Let's keep our conservation momentum rolling!
Community,Photo of the Week... Photo of the Week.... Special Thanks for Dano Pendygrasse for taking the photo and Jen Duffield for being his model!
Community,Wow... How many diveshops of Roatan are going to get involved in this year's clean up???? Let's show Utila they're not the only ones that care! \n\nhttps://www.youtube.com/watch?v=tH9owcuvaZ4
Community,Thank you April Dent for sharing your photo with us! Hope the photos keep you warm up there in Saskatchewan!
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and August 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Community,We apologize. We will be in contact soon!
Community,"Thank you everyone for the likes!! Wooohoooo! Special thanks to Vanessa Solorzano for being our 7,000th like!! You have a free beer coozie coming your way!"
Action,"It is up to us, the consumers and vacationers, to make informed and sustainable decisions. \nTo reduce the supply of unsustainable tourism, such as this,we must reduce the demand. \nThese horses do not swim the entire time, they trample the coral reef and the homes of many protected species. \nThis specific area has been protected for years by very dedicated community members to get it to its current condition. \nUnfortunately this is only one example... please help the conservation of the reef by not promoting such operators or tours! \nRoatan needs your help!  \nIf you need information for your next sustainable adventure please don't hesitate to drop us a line here or at info@roatanmarinepark.net"
Community,Matthew Attard
Information,"Categories are.... Black and White, Best Find, Macro, Divers, Invertebrates, and Reef Inhabitants."
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and June 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Information,Final count on LIKES= 54
Community,Are you sustainable?
Community,http://finance.yahoo.com/news/pf_article_113064.html \nRoatan is in the top 8 places to retire!! :)
Action,We are looking for participants in a study that is currently going on on Roatan; Hearing Loss in Professional Divers! \n\nIf you have been diving for 5 years or longer and have 30 minutes to spare you are eligible! \n\nThursday and Friday (September 26th and 27th) FREE PHYSICALS at AKR (cornerstone clinic) will be given to all those who meet the requirements.  \n\nFor more information please contact Barbara Acosta @ 8737-8320
Community,Thank you for being concerned and reporting the crime... We could not have investigated and got the vessel to leave without the help of citizens like you... The boat has now left the Bay Islands and the Roat\xe1n Marine Park has involved all the authorities necessary to keep them out...
Information,Self Explanatory... :)
Community,"Mack Yovanne Baca Bennett Estamos de acuerdo que es necesario proteger a las 3 islas. \xbfCu\xe1les son las inciatives que est\xe1n sucediendo en Guanaja? \xbfQu\xe9 has hecho con respecto a en formar parte de estos intiatives? Estamos de acuerdo en que es necesario, pero \xbfc\xf3mo podemos ayudarle a continuar?"
Action,Click on the link and find out how you could have the chance of winning a week of diving at Anthony's Key Resort
Community,We have 13 in West End and 7 in West Bay... they will participate but only one has confirmed!
