Information,Amazing footage that shows that sharks have no interest in us as food!! Hammerhead was hunting a stingray not swimmers legs!!
Information,Time for night dives!!!
Community,Happy Earth Day to all our fellow tree huggers and ocean divers!!
Community,The Roatan Marine Park has launched a new website! Visit www.roatanmarinepark.com to learn more about our organization and activities!
Community,"This is a small group, selling at small outlets without the use of pesticides and poisons. We don't question what we buy in big supermarkets as much as we should. We are carefully selecting locally produced products that are sustainable and providing economic development to local communities. Hopefully it will go well as it seems to be so far."
Community,We agree that this photo is horrific but it showcases the need for more education. This photo was taken by the volunteer that was in the water educated tourists that failed to receive an environmental briefing. We require our volunteers to take photos as we use them for our incident reports and proof of liability when we train snorkel leaders.
Community,absolutely!!
Information,The entire school from Punta Gorda came down West on field trips. 60 students and teachers went on the Glass Bottom Boat and 60 went to gumbalimba! It was a fun filled day and we were honoured to have them come all the way to learn about the protected area!
Information,"Oh, but they are. \nHere is a little reading for you. \non't be alarmed by the DD category. There are many things unknown about many species of sharks but, there is no denying that they are in trouble worldwide. \nhttps://www.sharksavers.org/files/8013/3702/5512/IUCN_Status_of_Shark_Species_Shark_Savers.pdf"
Information,"In the past week we've been busy replacing old lines, adding new buoys and installing missing dive moorings, as well as getting some new cement chain where needed. Fixed dive moorings include Temptation (W.B.), Kaylee's Daydream (W.B), Chloe's Coral (W.B.), Shallow Seaquest (W.E.), Moonlight (W.E.), Dixies (W.E.), Grape Escape (W.E.), Shark Bait (B.B.), Marylyns (B.B.), Mary's Place 2 (B.F.K), Mr Bud (F.H.), French Cay Cut (F.C.) Piate's Point (P.T) and one or two others. Sandy Bay and Flower's Bay next if the weather permits"
Community,Thank you to all of our very kind supporters who have donated so many fantastic items for auction and for raffle. There's even more to come!! Incredibly generous! Thank you! All funds raised will go directly into our conservation efforts. SAVE THE REEF- Start bidding NOW :)
Information,Great role model for the rest of us! 
Information,Another reason to stop using plastic bags and stop littering?? We think so!\nThis Reef Shark was found dead with plastic bag stuck to it\u2019s digestive tract. We consider this to be the cause of death as there was no other evidence of the shark being tangled or having any other injuries. Keep our sharks safe. They are an important part of our eco system.
Community,Thanks Cheryl :) How many KW of Reco does that include?
Information,2 juvenile hawsbills which have been in Maya Cay were released 
Community,"It's amazing that the Goliath grouper population is on the rise in the keys! \nHowever, Roatan is protecting entire reef ecosystems! That's why people will continue to come diving here! Only if we protect it and our future!! #8000strong"
Information,"Yesterday, Nov 11th, there was an incident involving a large fishing boat. The boat had traveled to Roat\xe1n and was collecting sea cucumbers around French Key. \nUpon receiving several calls from concerned residents, the RMP patrol boat approached the boat, which was acting like a mother ship for smaller \u201cCayucos\u201d (non-motored dories) delivering their catch. The Park Rangers, accompanied by RMP staff and the Municipal Police, ordered the captain to stop harvesting until the issue regarding proper permits and jurisdiction could be resolved. The cayucos were ordered to return to the boat and release their catch of sea cucumbers into the ocean. \n\nWe were unable to inspect the main vessel, as neither the RMP nor the Municipal Police are permitted to do so. According to the Management Plan for the Bay Islands National Marine Park, it is illegal to harvest and commercialize any seas cucumbers within the Bay Island\u2019s National Marine Park boundaries. However, the vessel had been issued a permit no. 092-2012, by the Secretaria de Agricultura y Ganaderia that house the Fisheries Department, from the mainland, allowing them to do so, therefore going against the regulations stated in the current and legal management plan.\n\nThe boat has now left the Bay Islands and the Roat\xe1n Marine Park has involved all the authorities, including the ministry of ICF and the ministry of Environment for upholding the laws of the management plan."
Community,We also organize beach clean-ups!!
Community,"Thanks, I will PM you guys :)"
Community,"Our brother and former Park Ranger is now serving our country as a proud member of the Honduran Navy! \nGreat job Humberto, we are very proud of you!"
Information,y en este caso en particular otro factor mas el cual segun la ley es un delito penal es el que el pescador que capturo este producto tambien tenia una tortuga la cual esta en peligro de extinci\xf3n y protegida no solo por leyes nacionales sino tambien internacionales.
Information,Save the Big Mommas :)
Community,Lionfish Video
Action,It has been set. It is rather short notice but we figure it's better now than in two weeks. \nWe will be announcing the winners on Sunday (tomorrow) at Bananarama. Presentation will only be an hour starting at 6:30pm! \nFree shuttle leaving the entrance of West End at 6pm and coming back in intervals starting at 7:30. \nThere will also be crab races before the presentation and live music after!! \nA portion of the proceeds will be donated to the Roatan Marine Park. \nCome down to West Bay for a great night!!\nWe will be announcing all winners on FB on Monday for our off island supporters!!
Information,"In memory of Captain Vern, Dive Masters Choice dive mooring has been renamed Vern's Dropoff"
Community,We are in syndication :) The presentations are a normal part of our life :)  You will make it to one next time you're here!
Action,"Looking for stylish new clothing? When you buy from Prawno, they will donate to the RMP"
Information,There was a whale shark spotted this afternoon out of Anthony's Key headed West....
Community,I think this may be next week's photo! If  Naomi Gittoes - Artist Page give us permission :) 
Action,Calendars are $10 and can be purchased at the Ecostore or Cruiseship kiosks
Community,Dr. Sylvia Earle message of hope for President Lobo of Honduras after a diving expedition to the Swan Islands and Cordelia Bank off the coast of Honduras.\n
Community,Charles Crouch it's an octopus in a conch shell!
Community,Only concern is whether or not you will have a guide boat to help kayaks come in and out of the reef?
Community,Thanks again to all the contestants who entered the photo contest. We are currently working on the 2010 calendar which should be available in october
Community,"Thanks to the efforts from the community in French Cay, we were able to re-release a bunch of sea cucumbers which had been harvesetd that morning\nhttp://www.youtube.com/watch?v=7ct29nL9up8"
Information,"Our Park Rangers headed east a few nights ago and managed to confiscate 2 monofilament nets, the first a 300+ft net which was in the lagoon near Turquoise Bay, and the second a smaller net which was near the shore. That is over 2km of nets in 2 months removed from the reef"
Community,"Whatever affects one directly, affects all indirectly. I can never be what I ought to be until you are what you ought to be. This is the interrelated structure of reality.\n-- Martin Luther King, Jr \n\nWe are working, along with Hedman Alas on getting the word of conservation and awareness out in our country! \nThanks Aaron for being a great friend and ally!"
Information,We planted over 600 plants for our nursery! These plants will be used to not only maintain the soil between roads and the beach but also to beautify the communities of Roatan!
Community,The citizens of French Key have always been partners in protecting the sea and all creatures living in it and it is very important that we continue to work together!
Community,I can't seem to find it.. would you please forward it to christi.etches@roatanmarinepark.net and just for good measure christianne.etches@gmail.com too
Information,"Samples have been sent to the labs and we are waiting on the results but, that may take several weeks!"
Community,"This is a great interactive tool to help you make responsible seafood choices. You can filter on sustainability, omega-3 and mercury level! Very helpful! http://www.nationalgeographic.com/foodfeatures/seafood-decision-guide/"
Community,Yes! Now we are talking! \u201cworld\u2019s first feasible concept to clean the oceans of plastic.\u201d http://truththeory.com/2015/04/08/20-year-old-claims-he-can-rid-the-worlds-oceans-of-plastic/
Community,Didn't happen in Roatan Waters but was filmed by one of our own! Nick's love for the ocean has put him in many insane situations and this one is no different! \nGreat job to Nick and Caroline Power! It was history in the making! 
Community,"We would like to say thank you to all our supporters and hope that by viewing these charts, you can make an informed choice on deciding who to dive with. Thank you again"
Information,6 more iguanas confiscated over the weekend. These guys were taken off kids on the West Bay road and relocated in Gumbalimba where they should be safe from becoming a stew
Community,"Are you finding turtles washing up to shore? Call us! Karen 3285 6040, Marta 3392 8340 Nic 3320 6940 Giaco 3351 8591. We will come get them and bring them to safety. Thanks for your help!"
Community,The possibilities are endless... tonight feels like the night!! \nhttps://www.facebook.com/media/set/?set=a.447761215323237.1073741836.441970152569010&type=1
Information,Final count on LIKES= 28
Action,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
Community,Sadly there where mix information about how many there where but the important point is that they are safe and back on land.
Information,Looks like there will be a break in the weather!! Tomorrow should be a great day to pick up some plastic and warm up your soul!!
Information,We are coordinating with DIGEPESCA and hopefully involve more community members to have a strong watch and spread the word that this cannot happen in our Islands and this goes for Guanaja and Utila supporting the enforcing NGO on those Islands.
Action,"Still looking for that perfect gift for Christmas? The 2014 RMP calendar is an ideal gift for any marine lover and show cases the winners from the 2013 photo competition. Whether you love flamingo tongues, reef sharks, blennies, gobies or of course turtles, our annual calendar has them all. Available in our eco-store and dive shops around the island. We can also send them to you pretty much anywhere in the world so get buying!"
Community,We will post the guidelines. You will be able to like as many as you want and fb will only let you like each photo once!
Action,GET YOUR PHOTOS IN TODAY!!
Information,"At long last have bilge socks in stock, so if you own a boat, drop by our eco-store and do you bit in preventing your boat polluting the waters around Roatan\n\nSi usted es propietario de un bote, por favor contactenos para adquirir un achique de calcetin para prevenir que el bote contamine el agua de Roatan\n\nhttp://www.tracemarine.com/trace/page,12/"
Community,"they have dolphins, some which have been there for 20 years, and they are in no way related to the poor dolphins in Taiji, Japan. The dolphins were caught in the mainland of Honduras. They are well looked after and have particpated in research projects that have helped scientists to better understand the inteligence levels of dolphins. For more information please contact the Roatan Institue of Marine Science"
Information,"Our office is open Monday - Friday 8:30 - 5. If you have any questions concerning our Lionfish policy or any of our other programs, feel free to stop by. Our doors are always open."
Community,Joseph Stone We will be cleaning this Sunday!! Will you be around to lend a hand??
Information,There are 6 boats that are legally allowed to do a population study. They bring in their product to Hybur here on Roatan and a few processing plants in Atlantida (Ceiba mostly)
Community,Grateful for the collaboration of Punta Gorda Patronato.
Community,Great job Nic!!
Action,Who will win?? Come out to Oasis this Thursday starting at 5 to have some fun and see some great photos!!
Information,"We were able to install 4 fishing moorings around Cordelia Banks. Part of an extensive marine infrastructure funded by CORAL and Port of Roatan, the RMP has also installed snorkel moorings and demarcation markers."
Action,"Check back regularly to see the submissions for this year's photo competition.  Winners will be announced in August and featured in the 2010 RMP Calendar, which will be available in late Sept. \n\nNames of the submitters will not be shown prior to judging so as to not bias the results."
Community,Last Week's Eco Night about mangroves presented by Verena Hoelzer. She shared the monitoring techniques she has been implementing in the last 6 months. \nThank you for your hard work and we look forward to reading your thesis!
Information,Busy day today followed by a busy day tomorrow... We are half way through the first set of trainings with Roatan's Supermarkets promoting the reduction of plastic bags!\r\n 60 employees from Eldon's this week and 70 from Plaza Mar next!
Community,Pedro Aquiriano si tienes dudas de lo que realmente hacemos mandanos un correo a info@roatanmarinepark.net. \nNo es el lugar adecuado para discutir esas cosas pero asegurate que nosotros estamos haciendo nuestra parte. \xbfSe puede decir lo mismo?
Information,Looks like rain! http://www.wunderground.com/wundermap/?lat=16.31999969&lon=-86.52999878&zoom=8&pin=Roatan%2c%20&rad=1&rad.type=00Q&wxsn=0&svr=0&cams=0&sat=0&riv=0&mm=0&hur=0
Information,Weather Update! \nGood Diving Days today and tomorrow... Weekend is looking a little choppy! Check out the Windfinder link for the details! \n\nhttp://www.windfinder.com/forecast/isla_de_roatan
Community,Photo of the Week. Thank you Peter Hughes for this precious hawksbill profile!
Community,Danny Hydes has been working with SOL and Nidia P. Webster making the back to school transition easier for the kids of Sandy Bay! #popinaction #localsthatcare\nGreat job! Keep up the good work!
Community,What is your favourite caribbean reef fish?
Information,"We have strong protocols and always revised with DIGEPESCA, i think the most important here is we rescued the Conch alive as i mentioned 95% of the time we release it in the sorrounding are but as mangers and biologist if qe have to creat strategies or fir other reasons we have to move them will do it and in no way is to take resources from one site to another."
Community,By the way there where actually 9 people
Community,"Good Morning Lynn, \nWe haven't been able to spot any out of the ordinary with people dumping trash in you area.\n If it happens again please let us know and we will come by to investigate! \n:) \n~Christi"
Community,A video sent in by divers from Tranquil Seas who purchased 8 huge lobster from Cayos Cochinos and released them at the Roatan Banks http://www.youtube.com/watch?v=YdL1wt-ifDA
Information,Read our latest newsletter and find out what the RMP has been up to\nhttp://www.roatanmarinepark.com/newsletters/2013/07-July.pdf
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and April 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservational message, we would be unable to continue protecting Roatan's reefs"
Action,Our annual photo contest is a great time for avid photographers to send in their best underwater photos and have the chance of their photos appearing in a calendar
Action,Come into the Eco Store and spend $30 or more and receive as a FREE GIFT a reusable shopping bag and a calendar!! \r\nValid while supplies last so come in TODAY!
Information,Paperwork is signed and our new Board of Directors are ready to go! Everyone is really excited about the first board meeting taking place next week!
Community,It's the camera ;) No one will notice! How do you feel about the Coral Reef Alliance's suggestion?
Information,The Bay Islands National Marine Park extends 12 miles from shore for commercial fishing restrictions. It is probable that this one is from international waters and just needs to be properly labelled as such.
Community,Conservation pumpkins from around the world! These ones coming in from the UK! Thank you Pete Haskell!
Action,"Reminder that the lionfish derby will be taking place next weekend. If you are interested, please contact us"
Information,shark liver is very common unfortunately. Thought to cure many different ailments. :(
Community,"Check back regularly to see the submissions for this year's photo competition.  Winners will be announced in August and featured in the 2010 RMP Calendar, which will be available in late Sept. \n\nNames of the submitters will not be shown prior to judging so as to not bias the results."
Information,Bonus Category 2 of 2
Community,Guess we should be lucky we are as responsible as we are! It could be worse! \n \nhttp://www.practicalfishkeeping.co.uk/content.php?sid=6008
Information,la tortuga sigue viva y en rehabiltacion.
Action,LET\u2019S GO LIONFISH HUNTING! Join us at Coconut Tree\u2019s dock and learn how to proceed if you have an encounter with a lionfish. This invasive species is in Roat\xe1n and we need your support to control it from spreading and harming our reefs. WHEN? On Wedn
Community,One Step at a time... thanks for your suggestions... we will post the winning slogan soon!
Information,"The graph indicates funds generated from sales of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and February 2014. It does not include user fees on consignment, memberships, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conversational message, we would be unable to continue protecting Roatan's reefs."
Action,Last day to send your entries in. Please mail to info@roatanmarinepark.net\nGood luck to all entrants
Information,"It shows that you enjoy the photos and is nice for the photographers to see people enjoy their work. Best find is the only category decided by ""likes"""
Community,We are also waiting on a photo :) Shel Thomas
Information,Here is the approximate location of where the boat with the 8 passengers where found
Community,"We have been up that way every morning this week, will check the incident reports to double check what if anything has been seen or done! Thanks Chris "
Community,Nice!! :) thanks for sharing!
Community,Help get Roatan recognized as one of the great dive areas of the Caribbean
Community,"This post goes hand in hand with the video "" yo no como tiburon"". Please watch it, it's a great way to get the awareness out to the masses!"
Information,We are always sorry when conservation efforts are thwarted... The UMA we referred to on Jan 31st is the Unidad Ambiental de la Municipalidad...
Action,Only a week left until closing of the photo competition. Please send your entries in soon to have your chance to have your pictures in the 2012 RMP calendar
Information,"Powerful photo of a young child that swims through this ""waste"" hunting for recyclable material to help his family. \nDisgraceful what we are leaving for the world's youth."
Action,"We will be out with the Patronato of West End tomorrow starting around 11 :) Come sign up for the sand castle building contest, beach scavenger hunt, crab races and inflatable slide for all day use!! West End Block Party!!"
Community,"That may be the case but, we also need  to think of where our trash goes! It's a never ending cycle of passing the buck!"
Community,@lucpaquin.... they are coming your way
Information,We will continue today the search for the 8 missing at sea and we will extend the search asking for support to our partners in Belize.
Information,It is a max of 7 entries per photographer
Information,"En el caso de esta foto encontramos en esta foto 8 peces ilegales, como lo son los Loros y el pez \xe1ngel, las langostas si es de consumo personal esta bien siempre y cuando sean de talla legal y no grandes cantidades."
Information,Final count on LIKES= 36
Community,http://themindunleashed.org/2014/01/revolutionary-scuba-mask-creates-breathable-oxygen-underwater.html
Community,"Yes, that would be awesome"
Action,Entries to have people's photos in the 2010 RMP calendar
Community,Esos son los prototipos! Ya cuando tenemos un idea de como salen estaremos presentandolos al grupo! :)
Community,Calling all West Bay residents! As you stroll down the beach today please keep your eyes open for baby turtles in the sargassum (Sea Weed)!
Information,"Hopes everyone enjoys the beach over semana santa, but would like to remind people to take their trash with them and avoid standing on the reef"
Community,She is set.. Thank you for helping us out on such short notice!
Community,"There have been files that were delivered to our shop over the weekend, hence the seepage."
Community,English Plastic video... from the www.algalita.org
Information,Learning about teeth :)
Information,"First part of our Mangrove Reforestation  Project of Big Bight. \nToday we are putting in 100 plants and starting with a pilot project of 30 seedlings. \nThank you to our volunteers from Diamonds International for the hard work,Guaiabara and Judith Kluck- van Nispen for the support and location and look forward to working with Nuna Academy next school year in continuation of the project :)"
Community,"This was in Thailand but it should act as a warning to us all that this could happen anywhere! Please do not feed any wildlife and if you are leaving your lionfish down below please do not directly feed the grouper, snapper, sharks or morays! We do not want the association between diver and food to become a problem here! \nhttps://www.youtube.com/watch?v=qVQ4m8hfx-4"
Action,"Good Morning, It's raining, we're working... come down and visit the Ecostore for all your eco-friendly needs! We have cleaning products, bug repellant, long sleeve t-shirts and umbrellas!!!"
Community,We will have them to you shortly
Information,There was spawning last night of Montastraea faveolata or mountainous star coral! Photos will be posted soon!
Community,Photo of the Week... Cover Shot of the 2014 calendar! Thank you Kelly Hale and congratulations :)
Community,They are brand new!!
Community,Great video representation of what is happening in our oceans. Watch and learn about the real numbers and impact that over fishing has on our most important resource! \n\nhttps://www.youtube.com/watch?v=F6nwZUkBeas 
Community,"Photo of the Week :) Lia Barrett's 1st place photo entitled ""Who is chasing who?"" can be found on the August page of the 2014 Calendar! Order yours today!"
Information,"Sorry Guys, False alarm... As everything here on the island this was embellished! The turtle is not missing any fins and will not be released until next week! Sorry to get your hopes up but, we will keep you posted on the time and date of the real release! :)"
Information,"Use what you have, where you are, to do what you can do to battle this plague of trash that we have brought upon ourselves and the planet! "
Information,"Unfortunately they (all divemasters/instructors) have been asked not to feed wild animals as it states very clearly in our rules and regulations of the National Marine Park that it is prohibited. \nSome have stopped, others continue. \nThey need to take pride in the reef and understand the damage that they are causing to be able to change the mentality of what they have been doing for decades."
Community,Sherry Allison Wyse the world needs to know that conservation is an ugly ugly line of work. If you like we can also show the slaughter of dolphins and whales but we thought that might be too much for one week. \nThe fact is that the fisheries are open worldwide. We need to do something about this!!!
Community,Scuba Diving Magazine voted us #1 in Best Marine Environment!! \nThank you to everyone that keeps their eyes and ears open on the reef that help us protect our future!! :)
Action,The RMP will be holding a lionfish spearing course this afternoon at 4pm at the office in Half Moon Bay. Open for snorkelers and divers. Please bring your dive or snorkel gear with you as it will be an in water test
Community,Sherri Visker We don't know but the article says that the operation was a success. Vernon Albert that is a great idea! Most people do not see the correlation between their everyday actions on land and the effects they have on the sea life.
Community,Support Earth Hour by using free school action kit (presentations and slideshows) found at!\nhttp://earthhour.wwf.sg/2014/schools/\nand create and register an event in your town with a starter kit by clicking the link:  http://www.earthhour.org/earth-hour-starter-kit 
Community,"Interested in our whale shark population? Read this exert by Rachel T. Graham from the Gulf and Caribbean Research Vol 19(2), 149\u2013159, 2007 \n\nhttp://aquaticcommons.org/14033/1/Graham_GCFI_Pelagics.pdf"
