Information,"Socioeconomic Monitoring for Coastal Management workshop, Corozal, Belize. This workshop was organized and funded by Belize Audubon Society, Zamorano, CEM, NOAA Coral Reef Conservation Program and GCFI.\r\n\r\nWe are getting simple and visual tools to better approach the communities so we can achieve a united effort to protect our Island"
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and March 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Information,"Quick note, info@roatanmarinepark is currently down. If you need to email us please do so via christianne.etches@roatanmarinepark.net or giaco.palavicini@roatanmarinepark.net OR here on FB :)"
Community,Kevin Jones please email info@roatanmarinemark.net volunteer work is always available and doesn't necessarily need to be pre-arranged
Community,Heather Koziol   If you have transport and would like to put up some signs we can chat now.. if not gimme a couple days... I'll get back to you!
Community,"There has been a report of a Toyota Tacoma  driving through West End selling ""Fresh Conch!""\n\n If you buy from them please be sure to ask where they get it from!Remember that we are in a conch moratorium and there is only one LEGAL conch distributor on island.\n\nChances are if they didn't buy their conch from HYBUR that it's been poached out of our own bays. \n\nPlease be safe and make responsible choices!"
Community,Anyone that will be in La Ceiba on Dec 5th should check this out!! 
Information,To set the record straight this graph is only user fee sales in January. \nBananaramaDive Beach Front Resort purchased bracelets in Dec and again in Feb. \nPlease also note that this graph does not include memberships just user fees.
Information,"There is no such thing as ""Away""!"
Action,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
Information,Moral of this story is knowledge is power and the more you know the more you will help the environment. :)
Community,Thank you to the diveshops that came out! We had 19 attendees from 6 shops :)  Tyll's Dive  Roatan Divers Coconut Tree Divers & Go Pro Caribbean Island Diving Center Roatan Dive Center West End Divers
Community,"So far West Bay Lodge, Island House, BananaRama, Henry Morgan, Seagrape Plantation, Burke's Place, Cocolobo's, Blenny's cabins, Casa Calico, Tranquil Seas, Blue Bahia, Posada Arco Iris, Key Hole Bay, Coconut Tree, Las Orchidis, Pirate's Den, Half Moon Bay Cabins and Lands End, along with one or two other places, have the posters in all of their rooms. Almost 400 framed posters distributed, 400 more to go. Please contact us if your business is interested"
Information,"The BIRSG has been designed to promote responsible choices on behalf of seafood retailers, restaurants and consumers alike. \nAll members of the program have made the commitment to not buy nor sell species on the ""Avoid Eating"" list and also to abide by the recommendations and seasons of the ""Choices with Caution"". They have also made the commitment to have their staff trained every 6 months to ensure awareness and customer service."
Community,Congratulations to everyone that entered this year's competition. The judges have the photos and are choosing their favorites. Good luck to everyone and thanks again for sending all your underwater snaps
Information,I think finding the correct blue tiles for the puzzle may be rather infuriating
Community,They are no informants they are enforcement. French harbor has been under their supervision for years and they take pride of it.
Community,"How to change to world! What you can do to help, think about it! \nhttp://www.youtube.com/watch?v=4z7gDsSKUmU"
Information,Final count on LIKES= 82
Community,Anyone cooking lion fish tonight?
Action,"All are invited to James' Farewell Celebration, tonight @ Land's End.  7 PM."
Information,"To hunt lionfish you must first become licensed and the RMP holds workshops costing $50. Snorkelers and divers will receive training, the spear and a 2 year license. This price would include the choice of spear, however the 6 prong detachable head will add to the final price"
Community,:) 6?
Information,Find out what the staff of the RMP have been up to over the past two months 
Information,"After receiving a tip off, 2 guys were apprehended in Mangrove Bight, suspected of poaching. As the beach was full of trash, community service seemed a better option than jail. After filling 24 large trash bags of plastic over the afternoon, the men admitted that they had to poach as they hadn't worked for 6 weeks. To enable them to feed their families, we took the trash and them to Coxen Hole where they were able to sell the plastic. Hopefully we won't find these guys back on the reef, but if we do, we know where lots of trash still is."
Community,ARE YOU READY??  \nWe ready to announce the winners of the 2014 PHOTO COMPETITION! \nShow us some love and we will let you know when and where :)
Community,What do you think about having a sand castle building contest at our Annual Birthday Bash?
Information,"DO NOT VOTE ON THIS ALBUM! Please note that this is not the album that will be open for LIKES. We will post a new album shortly of the top 20 photos chosen by the RMP staff based on how rare and unusual the find actually is. We will then be asking you, our friends and members, to vote on your favourite of those 20! \nPlease keep your eyes and ears open as LIKING will only be open for ONE WEEK!!!"
Community,Sometimes it's good to laugh! Hope you're having a great day!
Action,There are only a few days left to send your best photos in to have the chance of them appearing in the RMP 2011 calendar
Community,Photo de la semana... asi  es como se ve un ecosistema saludable!!
Community,"Don't get us wrong, horses love to swim. But there are times and places that are adequate for this type of activity. This area happens to be in French Cay and is not one of those places."
Information,Hiii yaaa! :) Happy Saturday fellow ninjas!
Community,They were a close second! Mayan Princess won but they were all delicious!
Information,They were very happy to get to the sargassum! They immediately started lounging and floating in their temporary home!
Action,Need someone to help with a song like this about Climate Change in Honduras... Can you help? \nNecesitamos su ayuda para elaborar una cancion asi sobre el Cambio Climatico en Honduras. \nhttps://www.youtube.com/watch?v=QYYT0U9kyco
Community,"Thanks to a grant from NOAA, the RMP had been able to license locals in hunting lionfish. Here are the guys from Ocean Connections Dive Shop who are now legally able to do their part in reducing lionfish populations and get a snack out of it as well. If you know of any local divers or snorkelers who are interested in getting their license, please contact us so we can organize a workshop."
Information,"Dear Jon, Thank you for generating the opportunity to clarify your points in an objective manner.\n1. Performance requirements are limited to buoyancy control and proper aiming and shooting skills with the Hawaiian Slings. Additionally, we have a liability release form which also states that you are aware that the Hawaiian Sling is intended for lionfish and lionfish only, and that if you are caught with anything else, you\u2019ll be in trouble.\n2. The most immediate sites to be impacted are those located within the Sandy Bay \u2013 West End area and also on the Southside from West all the way East bordering Oakridge; this shoreline, all the way until 60 m below sea level. Other project regarding lionfish control is being started with Punta Gorda (North-East) community members. \nAlthough the above are represents RMP\u2019s immediate jurisdiction boundaries, the new regulations are being designed to fit within a general Management Plan for the whole Bay Islands National Marine Park (all three islands). Therefore, one of the main drivers of change regarding for the Lionfish Program is the need to standardize the program within the three islands.\n3. Unfortunately, lionfish data from independent lionfish hunters is hard to standardize and make plausible conclusions based on it. But, lionfish population data is indeed being collected by the RMP along with other institutional partners through a monitoring system called AGRRA (Atlantic and Rapid Reef Assesment). Through this periodic monitoring system we evaluate the reef\u2019s health based on distinct indicators classified into benthic cover, invert biota, commercial fish biomass, and herbivorous fish biomass. Lionfish population is accounted for here. In the West \u2013 North portion of Roatan we have 8 permanent monitoring sites. \nThe data above is being collected and important publications are already available online (http://www.healthyreefs.org/index.php/en/)\nAt the moment, we are developing parallel monitoring systems regarding poaching pressure in order to correlate patrolling efficiency & reef\u2019s health, in a way where we may actually quantify our management success or failure, and to promote adaptive management based on pertinent scientific data.\nWe have no scientific conclusions regarding lionfish impact yet, but on a subjective appreciation we do recognize that populations have been declaiming within popular dive sites where lionfish hunters are active. \n4. Data to be collected after the new rules are enforced will depend only in the willingness of the licensed hunters to provide it \u2013 we have the intention of developing and promoting an interactive webpage were you may login key data that will allow us to estimate catch rates vs. man/hour effort in specific sites. \n 5. No data has been really collected from current lionfish hunters.\n6. We do need to be flexible and that is the spirit of our \u201cadaptive management concept\u201d, we change in response of objective experience.\n7. Lionfish numbers are clearly not the focus of these new rules, the damage being done to the reef by inexperienced divers with poor buoyancy control are the issue being addressed = RMP\u2019s point of view.\nOnce again Jon, thank you for your time in generating this important questions. I hope you may help us set these new rules in place and of course, I\u2019ll let you know when the lionfish hunter\u2019s portal is available for you to enter your own catch data. Best, Andr\xe9s."
Community,Spanish Video about Plastics... from www.espacioverde.org.mx
Action,We rent our gear by the day. It is $5 a day and if you pay for the 2 weeks upfront we can waive the $40 deposit per set.
Information,"The man in the photo assisted us in the confiscations and was not one of the guilty parties who sadly evaded capture. All product, be it dead or alive, is always returned to the sea. Fishermen who are simply trying to feed their family very rarely fill 3 sacks of conch, these were definitely destined for the fish market."
Community,Just saw a mermaid!!! She was beautiful! Our photos will be up soon!!\n http://www.mermaidsinmotion.com/
Action,"ROATAN HONEY is available NOW at the RMP Eco Store. Come by TODAY for a tasting session with the producers themselves! We have medicated honey with propolis, eucalyptus and peppermint and honey with honeycomb."
Community,"We had one police officer, a bombero, 2 kids, 6 adults and a dog come out to help today! Thank You for the help and support!"
Information,"There is a section that has been protected longer than others. It is called the Sandy Bay- West End Marine Reserve or SBWEMR. That is what is in the link you posted. It does need to be updated but the information is not wrong as it states that we work outside of the SBWEMR as well. \nWe have been a National Marine Park as of 2010. \nI think the confusion stems from the use of the term ""marine park"" to define the SBWEMR.  \nThanks for sharing and allowing us to clear the confusion."
Information,Cruise ship schedule for this week!
Community,Be on the look out for this banner... The restaurants that display this banner are members of the Bay Islands Responsible Seafood Guide and are responsible members of society!
Information,Final count on LIKES=19
Community,"Thanks for the support and interest, We are not set up for online purchasing but have a paypal account and would go through that and we would ship from here ASAP."
Community,There are some great  worldwide efforts in attempt to protect these vital and endangered apex predators! \nhttps://www.sharksavers.org/en/our-programs/shark-sanctuaries/learn-more/laws-protecting-sharks
Information,We will be posting a summary of last month's accounts on our facebook page in the next few days
Action,day is not over yet!!!
Action,"Interested in particpating in this year's lionfish derby? Next week we will be holding the first derby of 2013. From Thursday to Saturday, we will be seeing how many lionfish we can remove from our reefs. Prizes for most fish caught in a day, and smallest and largest specimens. Can you beat the current Roatan record of 16inches with mouth closed? Mail for details"
Information,"If you ever do catch a reasonably sized lionfish, here are some recipes you could use once you have logged the capture on our website\nhttp://www.lionfishhunter.com/Lionfish%20Recipes.html"
Action,The competition finishes on Sunday so get snapping
Information,"This weekend is looking like a rough one! You still have time to fix your roofs, boat trailers and stock up on some yummy food!"
Action,"Trend alert! Black is back! Have you got your 2015 black wristband or token yet? If not, drop into our ECO STORE TODAY!  or email us: info@roatanmarinepark.net"
Community,"Sorry typo in the categories... Please add ""reef life and behaviour"" in place of the extra ""divers""."
Community,Janeth son pepinos. Amilcar check the comment towards the beginning to answer your questions about what they are doing with them.
Information,"The selling of seahorses are COMPLETELY ILLEGAL... And the commercialization of conch shells are as well within the national marine park. We unfortunately cannot fight this battle as of yet.  According to CITES however, no more than one is allowed to cross international borders and we have been taking that route of educating the buyers to try to reduce the demand so that when we are able to stop the selling it won't become a full on war."
Community,"Check out GBCA's newsletter! LIKE them on Facebook for lots of interesting updates about sustainability, environment, culture, heritage and well being of the residents in this part of the Bay Islands.Go ahead and hit LIKE Go Blue Central America Geotourism"
Information,Half Moon Bay is a no wake zone... all licensed water taxis know this. It is hard to stop completely when we don't have enough patrols and there are so many people using unauthorized water taxis.
Community,The winners are in?  Who do you think they are?
Community,This is a spinyhead blenny living in an abandoned worm hole inside fire coral! Dyah Ayu Hadiati
Action,Nuevas bolsas de venta... Tienen un precio de $5 (100lps)
Community,"We would like to thank Dennis and Martha Clements for continuing their support by purchasing a further dive mooring, Mickey's Place. Having already names Dennis's Drop off and MAC's wall, they decided to name the latest site after their favorite dive master, Mickey Charteris. Located on the wall near Bikini Bottom, the mooring is sitting in 45ft close to a deep sand patch."
Community,"We had great participation with over 60 water taxi, diveshop, private tour operators. Thank you to all who came out to the presentations! \nThank you to EL Boske you were very helpful considering the short notice and the amount of people and thank you to Inspector Bonilla from the Capitania de Puerto!"
Community,"Ya, but you're privy to that information :)"
Community,Are you affected by climate change? \nhttps://www.youtube.com/watch?v=cjuGCJJUGsg
Community,Share your creations!! Our baby is promoting Bay Islands Responsible Seafood!
Information,"The lionfish are still winning at this point but, we along with all the divers around the Bay Islands are really giving the reefs a fighting chance. We have issued over 300 lionfish spears (from 2010 til now) and can see a big difference!"
Information,You can view the January 2010 RMP newsletter at http://www.roatanmarinepark.com/newsletters/2010/01-January.pdf\nHappy reading
Community,We regret to say that our phone lines have been down for about a month now and that is why we cannot process credit cards. We have been to hondutel more times than i can count and they are waiting on cable to run it again.\n  It is unfortunate that we missed a large donation as every penny goes towards conserving Roatan's reefs. Perhaps your guests would still be willing to donate using Paypal.
Information,"Both types of fishing practices deserve to be properly enforced, the RMP is only one small organization that depends on everyone that lives in the National Marine Park of the Bay Islands to protect what is ours! The real question is do we want Roatan to be sustainable? and the answer is YES!"
Action,wants to remind people to send their photos in for the competition as the closing date is soon. are your pictures good enough to be in a calendar??????
Community,"You can get lionfish at most of the members of the The Bay Islands Responsible Seafood Guide. In West End Coconut Tree, Earthmama's, Blue Marlin,and Cafe Escondido have them on their menus right now!! :)"
Community,Great job guys... Thank you for your loyal support!!
Information,Final count on LIKES= 39
Information,August's newsletter is now available. Happy reading \n
Action,Last chance to get licensed for the derby taking place this Monday. Workshop taking place 4pm today at the Marine Park office
Information,"It is clear that people who are not earning a living from all the tourism generated revenue here on Roatan rely on the sea as a source of food and income. What was once full of conch, lobster, turtles and fish, due to such an increase in the island's population, there are far fewer of all of these inhabitants on the reef. Overfishing is a huge problem here with juveniles of all species of fish harvested, along with the use of nets and spearguns. The reefs are struggling with this increased pressure and the future looks bleak if we don't work more on controlling the ever increasing population who fail to receive the education and awareness which would change their attitude towards the reefs"
Information,http://www.windfinder.com/forecast/isla_de_roatan\n\n Get your sails ready! Winds are coming! :)
Community,"The RMP will be holding the first derby of 2013 in conjunction with the Caribbean Cup Free Diving competition. From Saturday May 18th to Monday the 20th, teams of snorkelers and divers will be hunting around Roatan. Results of the derby and the cook off will be held at San Simon in West Bay on Wednesday 22nd"
Community,Photo courtesy of Alex Harper-Brown
Community,"Of course it interests us..\n Thanks for the update. Is it still there?, We will come check out!"
Information,Please click on photo for more info!
Action,We will be holding a lionfish spearing workshop this afternoon at 4pm at the office in West End. Please contact us if you are interested at info@roatanmarinepark.net or call on 2445-4206/08
Community,"Audio that is being played everyday on Radio Karakol, 106.5 FM. Thank you to Brian Hilton for lending us his voice, USAID and Estereo Karakol!"
Community,"Roatan Splash Inn Roatan - Las Rocas Resort & Dive Center Barefoot Divers, Roatan Scuba Roatan Roatan Oasis Roatan Travel Guide Port of Roat\xe0n Infinity Divers Aqua Center Sundowners Reef Gliders Dive Center Ocean Connections Tyll's Dive West End Divers Coconut Tree Divers & Go Pro Caribbean Quality Time Divers"
Action,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
Community,Thank you to everyone that came out to support!!
Community,Can you imagine a Plastic Bag Ban on Roatan? I can! \n\nhttp://www.mnn.com/lifestyle/responsible-living/blogs/interactive-map-shows-plastic-bag-bans-around-the-world
Information,We have our patrols down in West Bay watching out for speeding boats. Please note that due to the circumstances of this time of year we WILL report all speeding boats to the Harbour Master that may result in fines. Please if you know of anyone that has a boat let them know...
Information,"with limited funding and staff, there is only so much the RMP can do to assist in community projects. We are currently working on a bee project with the community from Corozal, however there are dozens of other communities that need help. many people don't actually own the land they live on and have already illegally cleared the neighbouring hillsides for farming so these programs would be tricky to supervise. Obviously this is not true for all communities so farming programs could be a viable option for some"
Community,"Yes there was. We discussed the different zones and their respective rules, minimum safety requirements for anyone reading with tourists and what they all need to do to be licensed captains."
Information,The net was being used to catch goggle eyes which are apparently so abundant according to the owner. They had been netting on and off for almost a week and it was a resident in port royal who informed us that the net was being placed yesterday.
Community,"Donna Pieracini, It has already been dremmeled! Small letters :)"
Action,"The raffle prizes are in, check http://www.roatanmarinepark.com/prizes.htm for a full list of prizes you could win in the raffle, tickets only $1 or 12 for $10, also checl http://www.roatanmarinepark.com/auction-items.htm for prizes you can bid for in our auction"
Community,Awesome shirt!!
Action,"The cost is $50 for divers or snorkelers and includes the spear, the course, paperwork and the license. I am conducting one this afternoon at 4pm in West End for free divers"
Action,The Derby will be the first of 2012 and we hope for a great turn out. All registered teams must have the new licenses.
Action,We are currently looking for an apartment for a volunteer. Anyone out there have a vacancy?
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and August 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and May 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Information,November's newsletter is now available \nhttp://www.roatanmarinepark.com/newsletters/2009/11-November.pdf
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and April 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservational message, we would be unable to continue protecting Roatan's reef"
Community,Anyone out there have any recycling bins that need refurbishing? Let us know and we can give them a fresh coat of paint!! Give Nick 3320 6940 or Christi 3289 1213 a call
Community,I have the perfect thing... do you speak Spanish?
Action,This is what is happening throughout the Caribbean.  Please help us by reporting any illegal activities so it does not start happening here!  #roatanforparrotfish #saveourreefs
Community,Newest POP Open Water Diver!! \nCongratulations Guillermo Pastora! \nThank you Las Rocas and Peter Coyne!
Community,"These photos were taken this morning, February 5th!"
Community,"Tom, If you and your family wish to volunteer over the summer please drop by our office when you arrive and we can see what volunteer programs we have running at that time"
Community,Is there something specific why you think it has been dumped and is not just marine debris brought in by the change of currents and wind?
Information,"It is a great feeling when the communities get together and protect our heritage. Thank you to everyone that helped us out, because of you we helped 22 baby turtles. They are at Maya Key until they are spunky enough to release!  We will keep you updated on the release date!"
Action,"Ever wanted to name your own dive site? Now you can! Become a gold individual member and be able to take your friends to ""Mike's extravaganza"" or ""Cindy's Orchard"""
Information,"Good Morning all, \nWe are heartbroken to inform you that she did not make it.\n\n She seemed to be doing well but had a secondary infection within her carapace. With limited facilities on island and limited funds to send to the states she died at Maya Key animal refuge last week. \n\nWe thank everyone that was involved in the rescue and care. Hopefully the person responsible will think twice (especially since we confiscated his spear!) before doing this again!"
Information,"Our main question amongst the staff was, ""what if the battery dies?"""
Community,"If you haven't seen or heard of Cordelia Banks, watch this video and you'll understand why the RMP is working on protecting this pristine part of Roatan's coral reef"
Community,When visiting the The Bay Islands Responsible Seafood Guide please LIKE!!!
Community,Reports have been streaming in about the abnormal amounts of trash littering the southside of the island. What do you think we can do about this? Tell us your ideas!
Community,Please post or tag us in any photos you have of our 10th Anniversary! We unfortunately only managed to take a few!
Action,Wanna know how you can help in TURTLE RESEARCH during the next couple months? The RMP and ProTECTOR will be having an informative meeting at Coconut Tree Restaurant @ 5:30 tomorrow (Wednesday) to talk about the turtle research and photo collection process. \nEveryone is welcome! The more people that know what's going on the better!
Action,We will be participating in a Coastal Cleanup this Sunday (8-11)!! Weather Permitting! \r\n We will be meeting at the Marine Park Office at 8AM! Please bring water and gloves if you have any!!
Information,"Here are the details of funds raised over the past 10 months from dive shops outisde of West End, West Bay and Sandy Bay, east of Coxen Hole. The values are in dollars and show bracelet and token sales, as well as memberships between January and October. We would like to say a huge thank you to all our supporters and without your help, we would never be able to achieve all our goals"
Community,"We had a great day yesterday delivering the Marine Park Presentation to the future Airforce, Army and Navy Commanders. RMP Executive Director, Giacomo Palavicini was also presented with an award of appreciation for all of his great work. We are so grateful to the commanders for their support."
Community,"LOL Cassondra, that is Ohm silly!"
Action,"As some of you may have noticed we have been doing turtle research with proTECTOR (http://www.turtleprotector.org/). They have been here for a couple months and would like to share their findings with all the diveshops of Roatan.\n \nWe will be sharing this data on FRIDAY, this Friday, in the classroom of  Roatan Oasis starting at 5:30PM! \n\nChristian and Dustin will also be visiting your diveshop to collect any forms you have filled out and to let you know about it! \n\nHope to see you there! "
Community,Thanks Cindy Carter and Missy Shepherd\nNo more cups needed :)
Action,Just letting everyone know that we will be cleaning up after Semana Santa! If you are interested in lending a hand please contact us or email bayislandscoastalcleanup@gmail.com
Community,"Hola Helder! Te podemos mandar uno con Vern, que viaja diariamente de Utila a Roatan, aunque es probable que vayan a estar disponibles en un dive shop de Utila pronto... te vamos a avisar!"
Action,"It\u2019s that time of year again for the RMP underwater photo competition. You are invited to send 6 photos which can fall within any of the 6 categories. They must be taken by you, here on Roatan and underwater. Please attach a location, name and category for each photo submitted. The deadline is July 15th and all submitted photos will be available for viewing on facebook. The Best Find category will be judged by \u201cyou\u201d on facebook with the most votes winning that group. All other categories will be judged by independent adjudicators and the winners will appear in the 2014 RMP calendar."
