Action,MPA's Enforcement Program. 27 Aug - 1 Sept 2012. Great opportunity for networking and to improve in techniques for Patrols.
Action,Ever wonder what volunteer opportunities are available on Roatan? We have been working with a Coordinator of Roatan Volunteers and they now have their website up and running! \nPlease check out http://www.roatanvolunteers.com/ and make a difference on your next vacation! 
Community,Here are the results from this years photo competition. all the winners are in the 2014 RMP calendar available now
Community,"As for the plastic law, it states that companies that import must either make it easy for removal (recycling) or be taxed per unit. They have made an effort to offer recycling and pay for not only their plastic but cans as well. This DOES NOT include the picking up of the plastic... just the effort to remove it from the island... they are the MAIN reason why Roatan recycles anything... just the yes this is a sneaky way but those are our laws and unfortunately it gives the companies loopholes and even if it was perfectly enforced by the municipality it still would not solve the plastic and trash on our beaches and streets! That is where the communities of Roatan must step up and help out ourselves... if we dont help and respect ourselves, who will?? and why would they?"
Community,"Chillax... We dont think there is a real reason but, we are investigating :) ~Christi :) :)"
Community,Honorable Mention for Macro Category is Christine Hidalgo with Festival taken at Mandy's
Community,"Thank you to everyone that came out to support the Lionfish Cookoff! \nWe would like to that the participants! Vintage Pearl, Celeste's Island Cuisine, Chubby Hubby, Mayan Princess and Turquoise Bay!\n \nWe would also like to announce that for the 2nd year in a row MAYAN PRINCESS took home the crown! Turquoise Bay was a close 2nd and Vintage Pearl took home 3rd! \n\nWe look forward to more events like this in the future!"
Information,Story on shark finning
Action,They are $10 plus $3 for shipping and with the purchase of a bracelet or keychain you can get 50% off 2013 calendar (making it $5)!
Action,Nice and straight to the point. LIKE and SHARE to make people more AWARE.
Community,Hal Thanks for your support and just to clarify we work with the Honduran Navy and the National Police!
Community,The Roatan Marine Park is in episode 4!!
Community,"**Slogan Competition**\r\nWe are making paper cups to hopefully reduce the amount of plastic cups that end up in the sea and ultimately on the reef... What we don't have is a slogan to go on the cups... We are thinking about things like ""helping to reduce plastic on the reef"" and ""one less cup in the dump""! \r\nPlease help us come up with our slogan! English, Spanish and Spanglish welcome!!"
Information,"Executive Director Carlos R Giacomo S Palavicini has been busy at a workshop on strategies of climate change, securing funding for  a great project providing solutions for our island. More information coming soon. Though he's sad he wasn't at the 10th Birthday we think that\u2019s a pretty awesome and important place to have been instead!"
Community,"Good Morning Gilbert,"
Community,Not officially...
Action,"Our partner, the MAR Leadership Program, has been accepted on GlobalGiving\u2019s online donation platform. However, they need to raise $4,000 from 50 donors (in 18 days) to get a permanent spot on the site. Please see their page (click on the attached link) and consider donating at least $80 USD to the development of local leadership in this awesome ecoregion! "
Community,3351-8591 is Giaco's. 3289-1213 is Christi's and the office is 2445-4206 & 2445-4208
Action,Anyone out there have any... wait for it... Puppets?! \n\nWe are making an environmental puppet show for the kids and schools are are wondering if there are any out there we could use. \n\nWe are open to simple or complex just no marionettes please!!
Action,It's that time of year again. 
Community,"What a great day! Thank you to everyone who came down to support and a BIG Thank you for all the kind donations and to BananaramaDive Beach Front Resort for being such a great host! We had a fantastic day! We were so busy we didn't get to take enough photos, so please all share your photos with us. Thanks again to all of  you!!!"
Information,"wishes to remind people that there are only a few days left till the extension on the photo contest finishes. With such a high standard in photos, the 2010 calendar should be exceptional"
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR between January and February 2014. It does not include user fees on consignment, memberships, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conversational message, we would be unable to continue protecting Roatan's reefs."
Information,According to WWF in Mexico they have moved from the normal place by Holbox further south to Isla Mujeres and that may be why we are seeing more. They are currently doing more studies on their changed location and behaviour. We will keep you up dated when we know more :)
Community,"Hi Deanne Wright, it would be great to get a helping hand on a brochure. Please email us at info@roatanmarinepark.net and we can speak in more detail. Thank you!"
Community,Thanks for the update Czar Gnzz ! You are absolutely correct!
Community,Take a peek at our Pinterest Page for lots of yummy recipes...\n\nhttp://pinterest.com/roatanmarineprk/lionfish-recipes/
Information,Good Morning! Here's to better connections :)
Community,Contact Christi upstairs in the office or at 3289 1213 to redeem your prize :)
Community,Maureen Connors we will meet at the Marine Park @ 8 and walk down together to the beach! :)
Action,Workshop this evening 430-7 pm polo's water board office behind Mares west end!
Community,Everywhere you look you see the Roatan Marine Park :) Great Re-usable bags ladies!! ;)
Action,"wishes to remind people the photo competition is ending soon. 5 pics maximum per entrant and they must be from Roatan, HAPPY SNAPPING"
Information,"Aimed to reach every person that visits the island, the RMP's educational video is on Youtube! Check it out: http://www.youtube.com/watch?v=m_D_1yrMn_I"
Action,"Right here, right now! Eco night at Half Moon Bay Cabins! Tonight is all about the Galapagos!"
Information,great message
Community,A wish for a Global Network of Marine Protected Areas to save and restore the ocean. Saturday night viewing? https://www.youtube.com/watch?v=B1wp2MQCsfQ
Information,"On Pg 43 of the Management Plan of the National Marine Park of the Bay Islands  you can find the Rules for the extraction of shells. \nHere is an excerpt in case you don't have a copy! \n\n1.4.3.4 Normas generales para el control y desarrollo de Islas de la Bah\xeda\n\nLas Normas incluyen una serie de restricciones para actividades que pueden tener un fuerte impacto en la salud de los recursos y ecosistemas costeros (Art. 28, 29, 30. 31, 32, 33).\n Entre las actividades prohibidas se encuentran:\n\nLa extracci\xf3n de corales, conchas u otra clase de espec\xedmenes que formen parte de la estructura propia del arrecife.\n\n1.4.3.4 General rules for the control and development of the Bay Islands \n\nThe Standards include a number of restrictions on activities that may have a strong impact on the health of coastal ecosystems and resources (Art. 28, 29, 30. 31, 32, 33). \n  Prohibited activities include: \n\nThe extraction of corals, shells or other types of specimens which form part of the structure of the reef.\n \nFor more information please feel free to comment!"
Community,Photo by Sandra Haessler is this week's Photo of the week!!! These banded beauties can be found on the February page of our 2014 calendar!
Community,Being a conservationist is dangerous work! Thank you for taking the risk Jairo!
Community,This is the video that is being shown in Louisiana about the found boaters. We are very happy to have been a part of the search and elated that this search ended in success! \n\nHopefully this will be a lesson to everyone out there that has and is thinking about making that 20 mile crossing ill prepared! We will not always be as lucky as these 9 have been! \n\nhttp://www.wdsu.com/news/local-news/new-orleans/Missing-group-in-Honduras-including-La-teen-rescued-by-Coast-Guard/-/9853400/20834026/-/kepovw/-/index.html
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR for January 2015. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reef"
Action,It's a perfect day to listen to some great music! Bring a blanket and meet us at Lawson Rock the fun stats at 3!! \nKevin Braun of Cannibal Cafe will be offering a free ride from West End at 6 for those of you that have you work til 5 :) :)
Community,Just a hint! There are more than 10 baby turtles in the photo!~
Community,"It will have to be an enclosed, classroom type area. Cindy Tompkins- Carter it would be all day both days. Ian Drysdale Polo's might be a bit small. Can you fit 25 ppl in there? Joanie Flanagan do you have a classroom type area available?"
Community,http://shanghaiist.com/2014/05/26/wildaid-members-dressed-as-sharks-shanghai.php 
Action,We are taking orders now to get them shipped out next week. Inbox us for Paypal information and to give us your address!
Information,"After several months of not being issued, we would like to present the Autumn/October RMP newsletter. A lot has been going on these past few mnths so please read away and catch up with what the RMP staff have been up to"
Action,Can't wait for the next release which should be any day soon
Community,"would like to thank all those that supported, sponsored, assisted and attended the RMP fundraiser. Thank you so much for helping us raise almost $6,000 towards our new patrol boat. Photo results coming very soon"
Information,"There is a successful farm here on Roatan but its purpose is to boost the dwindling population. However, the iguanas are free to go and come and are only kept in a pen as newborns. The main concern with this is the resilience of the species as inbreeding is inevitable.\n\n There are sustainable ways to hunt but they are not prevalent here in the Bay Islands. We have many issues here and poverty is only one of the reasons why we are not sustainable. \n\nWe like the taste of eggs and don't care how many female iguanas we have to kill to get those eggs..."
Community,That would be awesome!! Thanks Jacques
Community,That is great Jacques! Send me an email christianne.etches@gmail.com so we can talk about this more :)
Community,Absolutely Scott Kehoe. Send us your email address and we will send you some information! :)
Action,The 2010 photo contest has officially started! Be sure to snap some photos and send them in to info@roatanmarinepark.net. Contest ends July 31st!
Community,is it a fish groomer?
Community,Buena idea!
Information,"ROATAN MARINE PARK WEEKLY ACHIEVEMENTS\n\nNicholas Bach  \nConducted 5 lionfish licensing sessions and certified 16 divers and snorkelers in West End, Barefoot key and Turquoise Bay\nFinally have the Suzuki 140hp engine working well and establishing boat maintenance routine with Park Ranger\nRemoved damaged panga from the water and took to Gibson Bight for repair. (currently back in the water)\nMet with south side stakeholders to discuss continuing support\nAssisted in two arrests, the first Saturday night and the other Sunday morning\nHad technician fix all the office computers and assist in reactivating work emails\nMet with dive shop owners around the island\n \n \nChristi Etches  \nInterview with Roatan Magazine \nMangrove up date\nBags for Life Design\n \n \nMarta Macpui \n Accountings\nBracelets and Tokens Control\nUpdate Membership Database"
Action,"We will be conducting a lionfish licensing program today at 4pm at the office in Half Moon Bay. If you are interested, please phone on 2445-4206"
Community,"It says ""...from Utila,"" but the same goes for Roatan... We need more people protecting what so many are destroying... Great Job Postcard team!! "
Action,Let's get this show on the road! It's now time to show off all those great photos you have been taking while diving on Roatan! \nDon't miss this great opportunity to have your photos showcased!
Information,"While the RMP was assisting Zolitur in inspecting Roatan's coastline for new developments, our new Park Ranger, Ralston Brooks, spotted a net near Pristine Bay. As they were scheduled to conduct inspections all the way up Barbaretta, the other patrol boat which was near by installing new demarcation markers was called to respond. Found stretching across the channel close to shore was a 100m turtle net which is now thankfully no longer a threat to turtles that inhabit the shallow lagoon."
Community,"We are looking for Secret Shoppers for the The Bay Islands Responsible Seafood Guide... If you are going out to eat in the next few weeks, please let us know!"
Community,Who could? I would sew my fingers to the fabric! ~Christi
Information,"While patrolling between Palmetto and Turquoise Bay, our Park Rangers stumbled upon a 300ft monofilament net underneath a tree. One less net on the reef is always a good day in our books"
Community,I will pass the message on to Nick and Giaco. Hopefully they can help sooner rather than later. Will you please inbox your contact information :)
Action,"Don't forget that the RMP Photo Competition is now open for submissions! Deadline is June 15th and the categories are as follows! \nBest Find \n Can be a macro or wide angle shot\u2026 only limitation is that it be a shot of a rare and unusual creature or scene. \n\nMacro\n Close up, in focus of creatures or coral.\n\nDivers\n Any photo as long as divers are present.\n\nBlack and White\n Any photo showcasing the contrast between light and dark.\n\nReef Life and Behaviour\n Photos can be any great shot of marine life or ones showcasing the interactions between reef life and why/how reef creatures do the things they do! \n\nWide Angle Reef Scene.  \n Coral, Sponges and Fish, oh my!! Think bright colours and biodiversity! \n\nAbstract/ Artistic\n        Use your imagination and set the sky as your limit! These can either be above or below the water as long as they are marine based! \n\nConservation in action\n What have you seen recently that has made an impact on Roatan\u2019s reef? Can be a cleanup initiative or a strategy to reduce the amount of plastic bags in the ecosystem! Use your imagination as there are many factors that put our reefs at risk!!\n\nChoosing what category your photos fall into may make the difference. \n\nThink it over and happy shooting!!"
Community,Every once in a while during storms we will get one washed up on the beach. It has been a few years since our last one!
Information,Cook off will be in West Bay at San Simon Beach Club!
Information,"These were published in La Tribuna on Sunday. Great write up on our lionfish efforts, illegal seahorse trade and getting the word out there!"
Information,"We will be doing refreshers for Eldon's and PM plus HiperMega, Isleno and Rey sometime this month!"
Community,How do you do that? It would be great!
Community,This is a thank you to all our supporters!
Community,All the best for the families and happy reunion
Information,Final count on LIKES= 32
Community,"As posted above... lack of interest was not the correct term, it has been more like lack of participation! Monty Graham The staff members are constantly picking up trash. On our walks home, on our snorkel trips, with schools, with our volunteers... also we have 2 Instructors on our staff as well and a divemaster and being as such we clean up underwater on our dives as well! \n\nWe applaud you and your diveshop for cleaning as you teach and dive; but the truth of the matter is that not everyone does. \n\nThe reason this post semana santa cleanup came about is b/c people were complaining about the trash left behind in the whirlwind of unknowing tourists. The RMP is swamped but, if we have concerned community members we will try our best to accommodate them however, we ask that they (the complainers) also help out and be a part of the solution and not the problem. The cleanup has not been cancelled, but re-scheduled til Friday the 5th, 8-10\n\n That was the reason behind this post. \nThank you for your support"
Community,"Sustainability is the balanced use of available resources in order to preserve them for their utilization by future generations.\nSustainable agriculture aims to contribute to the improvement of the environment, the use of natural resources and raw materials and the economic development of society in general."
Community,"If I didn't have to work, I would so be there"
Community,Please email entries to info@roatanmarinepark.net. The rules are at the top of the album.
Community,Sorry...if we had known when you were coming we would have put in the request! \nMaybe your next trip should be a week longer ;)
Action,NEW EXTENDED DEADLINE!!!! JULY 15TH!!!
Community,Best Find category?? :)
Information,"This is great news! Imagine the impact from such a large city. Now let's do our part by continuing to reduce our consumption of single-use products and packaging.\nReduce, Reuse, Recycle."
Action,2nd Annual Bay Islands Coastal Cleanup
Community,Thank you for your support!\nBracelet sales and Memberships of January and February 2013\nSouth Side and East End
Information,"Our latest addition to our Individual Gold Member list is Peter Schaefer who named his dive site ""SchaefTown"". Located close to Green Outhouse in Sandy Bay, the mooring sits in 45ft between a deep sand patch and the wall"
Information,"We had a great day at Punta Gorda yesterday celebrating and learning more about local cultures, a key theme in sustainability. Take a look at this video to learn a bit more about what it was all about."
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses outside the SBWEMR between January and November 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs"
Community,It works fine on my computer
Community,"Where did you submit your photos? I did not receive your email. Please email all submissions to photosrmp@gmail.com \nThanks, Christi"
Community,Adam Hensley oh but you can! :) We can ship one to you and you can pay via paypal!
Community,That's horrible... did you contact the UMA?
Community,CONGRATULATIONS! IT WAS JUST WON! TUNE IN TOMORROW FOR ANOTHER CHANCE :)
Information,We are still waiting on the truck to pick up the trash. Apparently the dump truck cannot make it in there. We hope to have  someone make it there tomorrow morning before the rain starts.
Action,8-10 tomorrow... beach cleanup
Action,"Hi Sheila Chastain, we have a membership program where people can name a dive site. For a $1,000 donation, you can choose a location and a site of a new dive site anywhere around the island   http://www.roatanmarinepark.com/become-a-member/membership-programs/"
Community,Yes... very much so.
Information,"The graph indicates sale of the ""user fee"" by dive shops and businesses outside the SBWEMR in January 2014. It does not include user fees on consignment, memberships, t-shirt sales or lionfish licenses. We would like to thank all our supporters and highlight that without you promoting our conversational message, we would be unable to continue protecting Roatan's reefs."
Community,http://oceana.org/en/blog/2014/06/world-sea-turtle-day-spotlight-five-ways-to-help-sea-turtles-this-summer-photos
Information,"The graph indicates funds generated from the sale of the ""user fee"" and membership payments by dive shops and businesses within the SBWEMR for 2014. It does not include user fees on consignment, t-shirt sales or lionfish licenses. We would like to thank all of our supporters, big and small, and highlight that without you promoting our conservation message, we would be unable to continue protecting Roatan's reefs. It was a great 2014 and we hope that we can increase support in 2015"
Community,"A big thank you to everyone involved in last night\u2019s search and rescue. We are delighted that on this occasion the missing boy was found alive and well. This is a perfect time to remind all tour operators, boat owners and all local businesses about safety in the marine park and why life jackets are so important. Please make sure you advise all of your customers to wear them. Anyone renting equipment should also be inquisitive about what route their customers intend to travel to. In the unfortunate event of another missing person this can save valuable time in co ordinating the search and rescue."
Action,Interested in hunting lionfish? We will be holding our lionfish spearing workshop today at 4pm at the RMP office in West End. Please bring your gear with you and be prepared to get wet as this is both a classroom and in water training
Action,"Couldn't find that perfect Holiday gift for that special someone?? What better way to say I love you than to name a divesite in their honour?! \nJust imagine the possibilities... some of current tribute divesites are: Havey's Hideaway, Vern's Dropoff, 3 Brother's, Spencer's Rose Garden and Robin's Nest, to name a few! \nWhat will yours be?"
Community,Would you wear LIONFISH JEWELERY? \n\nhttp://raxacollective.wordpress.com/2013/09/14/citizen-science-in-belize-update-if-you-cant-beatem-wearem/
Community,"Here's to being responsible and sustainable!! Check out all the businesses, festivals and historical places on http://www.gobluecentralamerica.org/ \nYour place for the best of the best of Roatan!"
Community,We recognize that effort.
Action,Today is the DEADLINE for Photo Contest Submissions!  Don't miss out on your chance to be featured in the 2010 RMP Calendar!
Community,Sorry about the delayed response... we will be on that asap :)
Information,"Remember that in mainstream Catholic countries we have become accustomed to enjoy white meat during Holy Week, this has been proven by other organizations that within Honduras it is actually shark meat that is consumed!! \n \nRecuerde que en los pa\xedses cat\xf3licos, hemos acostumbrado a disfrutar de la carne blanca en la Semana Santa, esto ha sido demostrado por otras organizaciones que dentro de Honduras es realmente carne de tibur\xf3n.\n\nBe safe and make smart decisions!!"
Action,"Check back regularly to see the submissions for this year's photo competition.  Winners will be announced in August and featured in the 2010 RMP Calendar, which will be available in late Sept. \n\nNames of the submitters will not be shown prior to judging so as to not bias the results."
Information,All Captains should be licensed. There will be another opportunity for them to get their licenses in the near future! We will keep you updated :)
Action,"Our Corozal bee project has produced the Apicultores de Roatan a community of bee keepers. \nWe will have a launch of their first products very shortly in The Eco-store in West End, which for now includes Honey with pieces of honeycomb and Medicated Honey that is infused with propolis, peppermint and eucalyptus oils, which is amazing for relief from congestion, sore throat and other cold symptoms. \nThese products are very high quality which will have you hooked after the first taste! \nKeep your eyes and ears open for the date to come in for your free sample of the products!"
Community,"Thanks, Maya Key had always helped and we appreciate your support!"
Community,"We would like to thank our Gold Individual member Gerald Forney who purchased the new dive site Lambie Pie, located just to the west of the channel by Man of War Key. The mooring is sitting in 25ft right on top of the wall which leads to a deep sandy basin"
Community,"Our meeting this past Wednesday with diveshop owners and managers was great.  The diveshops had an open forum to express any concerns and cares.\n\nThank You Ocean Connections, Native Sons, Bananarama, Coconut  Tree, Splash Inn, Tylls, Enomis, AKR, Tranquil Seas, West End Divers and Scuba Roatan for coming out and supporting!  \n\nWe took many things to heart and are improving our communications via FB and facetoface updates\nWe will be creating a new table top display to make bracelet sales easier.\nWe are looking into getting a 'fun video' made... to make it easier to inform guests and divers on the protected area.\n\nThere were many other suggestions and we appreciate all of them... please know that all suggestions are taken to heart and are being taken into consideration! \n\nTHANKS again for the support!"
Information,"We never found the product as they saw us drive into the Bay, but we had been informed that the week before, some people, possibly them, took a sack of lobster from the bight"
Action,"New product in our Eco Store!! Kisuma Batana is a natural moisturiser for hair and skin, this product is even known to control hair loss and prevents and darkens grey hairs. The production of this batana oil is a sustainable alternative improving the livelihoods of fishing communities in La Moskitia, Honduras. Come on down and try it out."
Information,"After receiving a call from Jimmy in Camp Bay, Park Rangers and Police were sent to Paya Bay to rescue a turtle caught in a net. The turle was brought to west end, measured, marked and then released."
Action,We are looking for a venue to hold a turtle workshop on May 11th and 12th. Must be in the West End/West Bay area and hold 20-25 people! Thanks
Community,"So far Flowers Bay, Sandy Bay and AKR each have one, and West Bay, Luna Beach, West End and Gibson Bight have two. Slowly working our way East"
Community,"The RMP thanks for the support of our members and supporters and would like to give a special thanks in this occasion to the South Side Supporters that helped in  reactivate the South Side RMP. \nBarefoot Cay and Dive Shop, Coco View and Dock Side Divers and Subway. We would also want to thank for the permanent care, love an patrols on the French Cay are of Mr. Sherman Arch."
Community,Aaron Thacker Any other spears are illegal within the Bay Islands National Marine Park in order to protect vulnerable species that have become so used to snorkelers and divers. We have so many visitors a year that groupers and snappers no longer swim away. \nThe lionfish licensing workshop is a very simple evaluation of good buoyancy and common sense. It is also used to share cleaning techniques and offer opportunities to local communities on where and how they can sell their catch!
Community,Great suggestion about the Government. Unfortunately money is scarce at the best of times.
Community,"Hola Karin, depende la situaci\xf3n se libera para alimentar otros peces, si no es gran cantidad y no es producto ilegal se le deja al pescador o si es gran cantidad se entrega a la casa hogar como la de Sandy Bay."
Community,some great photos of lionfish being eaten by the sharks at cara cara
Community,the derby will probably take place in the middle of february. watch for upcoming posts on our facebook and web page
Information,they look like real cowboys using knives strapped to sticks and then using mesh bags. Wait till the get stung on the leg and then they'll shift to the bucket
Information,We haven't been able to go out the last few days due to weather. Hopefully tonight will be good. The A.palmata (Elkhorn) is spawning in Tela so we are very hopeful :D
Community,Awesome... Thanks Vanessa!! Sounds like a lot of fun!
Information,"Check out our first newsletter of 2015, available on our website now. http://www.roatanmarinepark.com/wp-content/uploads/2015/02/RMP_Newsletter_20151.pdf"
Action,"If you can't make it to our birthday party on Friday, you can still participate in the auction. If you want to make a bid, go ahead and comment on the item with the price you are willing to pay for it."
Action,http://www.roatanmarinepark.com/become-a-member/members/
Community,You can Paypal us the $10 plus the tax to info@roatanmarinepark.net and send us your address. We will send it to as soon as we can.
Information,They are actually much prettier than people give them credit for! Those bright blue lines are gorgeous!
Action,"you can purchase the bags on line and pay using paypal. please contact us on info@roatanmarinepark.net on how many, what colors, you address etc and we can try and have them shipped off to you"
Community,thanks for the suggestion
Community,We can get them on their way next week! Please inbox us your address and we will send you possible payment options!
Action,Tomorrow we are having a beach cleanup! 8-10 \nMeet at the Marine Park @ 8AM!
